"Activity Date","Name","Address","City","Description"
11/06/2020,"CASA BLANCA BAR","347 S IRWINDALE AVE","AZUSA","RESTAURANT (0-30) SEATS LOW RISK"
11/06/2020,"BANGKOK BLVD.","18152 PIONEER BLVD ","ARTESIA","RESTAURANT (61-150) SEATS HIGH RISK"
11/06/2020,"MARISCOS URUAPAN","16034 ARROW HWY","IRWINDALE","RESTAURANT (151 + ) SEATS HIGH RISK"
11/05/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
11/05/2020,"GOOD FORTUNE SUPERMARKET","935 W DUARTE RD","MONROVIA","FOOD MKT RETAIL (1-1,999 SF) HIGH RISK"
11/05/2020,"HAE JANG CHON KOREAN BBQ RESTAURANT","3821 W 6TH ST ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
11/05/2020,"BEUL","3819 W 6TH ST","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/05/2020,"JALTEPEC PUPUSERIA            ","20021 ROSCOE BLVD STE 8","WINNETKA","RESTAURANT (61-150) SEATS HIGH RISK"
11/04/2020,"LAS ISLAS MARIAS MARISCOS","2133 E PALMDALE BLVD ","PALMDALE","RESTAURANT (61-150) SEATS HIGH RISK"
11/04/2020,"BYBLOS                      ","1964 WESTWOOD BLVD STE #100","LOS ANGELES","RESTAURANT (151 + ) SEATS HIGH RISK"
11/04/2020,"CARPIO JIU JITSU","5546 SOUTH ST ","LAKEWOOD","GYMS AND FITNESS CENTERS (NO POOL)"
11/04/2020,"IT'S PHO IN HOLLYWOOD","1821 N CAHUENGA BLVD ","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
11/03/2020,"SUSTAIN A BOWL","8338 LINCOLN BLVD","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
11/03/2020,"PEPPER TREE                 ","1020 E ROUTE 66","GLENDORA","RESTAURANT (61-150) SEATS HIGH RISK"
11/02/2020,"CRUNCH FITNESS CERRITOS","11881 DEL AMO BLVD BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
11/02/2020,"CRUNCH FITNESS","12805 VALLEY VIEW VW ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
11/01/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
11/01/2020,"FIRST LOVE CALVARY CHAPEL","12817 HADLEY ST ","WHITTIER","PLACES OF WORSHIP"
11/01/2020,"ATHLETIC SOCIETY","22235 SHERMAN WAY ","CANOGA PARK","GYMS AND FITNESS CENTERS (NO POOL)"
11/01/2020,"LANDMARK CHURCH","3333 S DIAMOND CANYON RD ","DIAMOND BAR","PLACES OF WORSHIP"
11/01/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
11/01/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
11/01/2020,"FAITH COMMUNITY CHURCH","39100 W 10TH ST ","PALMDALE","PLACES OF WORSHIP"
11/01/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
11/01/2020,"SALA EVANGELICA DE LA SANA DOCTRINA","1518 W 7TH ST ","LOS ANGELES","PLACES OF WORSHIP"
11/01/2020,"CRUNCH FITNESS RESEDA","10155 RESEDA BLVD ","RESEDA","GYMS AND FITNESS CENTERS (NO POOL)"
11/01/2020,"ST. LEON ARMENIAN CATHEDRAL","3325 N GLENOAKS BLVD ","BURBANK","PLACES OF WORSHIP"
10/31/2020,"SWEETWATER SPRINGS RANCH","11727 MINT CANYON RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/31/2020,"EL CHAFLAN JR NIGHT CLUB","1535 W FLORENCE AVE","LOS ANGELES","RESTAURANT (61-150) SEATS MODERATE RISK"
10/31/2020,"SADDLEROCK RANCH","32111 MULHOLLAND HWY ","MALIBU","UNREGULATED FACILITY (COVID-19 HOO)"
10/31/2020,"SALVIMEX 110 RESTAURANT","14118 S VERMONT AVE","GARDENA","RESTAURANT (0-30) SEATS HIGH RISK"
10/31/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CANYON RD ","SANTA CLARITA","UNREGULATED FACILITY (COVID-19 HOO)"
10/31/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/31/2020,"PASSPORT INN","130 E HOLT AVE","POMONA","HOTEL (21-50) ROOMS"
10/31/2020,"GREEN HORSE                 ","1662 CENTINELA AVE ","INGLEWOOD","RESTAURANT (31-60) SEATS LOW RISK"
10/31/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
10/30/2020,"REAR HOUSE","711 E 9TH PL ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
10/30/2020,"SHADY BRADY'S","4273 E LIVE OAK AVE","ARCADIA","RESTAURANT (0-30) SEATS LOW RISK"
10/30/2020,"B'S LAND","243 S SAN GABRIEL BLVD ","SAN GABRIEL","RESTAURANT (61-150) SEATS MODERATE RISK"
10/29/2020,"YOGURTLAND","8205 SANTA MONICA BLVD STE 1","WEST HOLLYWOOD","RESTAURANT (0-30) SEATS LOW RISK"
10/29/2020,"DOUGLAS BURGERS","16306 PIONEER BLVD","NORWALK","RESTAURANT (31-60) SEATS HIGH RISK"
10/29/2020,"THE COFFEE BEAN & TEA LEAF","8789 W SUNSET BLVD ","WEST HOLLYWOOD","RESTAURANT (31-60) SEATS LOW RISK"
10/29/2020,"ANTELOPE VALLEY FAIRGROUNDS","2551 WEST AVE H ","LANCASTER","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/29/2020,"TOM'S JUNIOR","953 W FLORENCE AVE ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/28/2020,"SEAWEED","3450 W 6TH ST UNIT 107","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
10/28/2020,"EL TAMARINDO","551 W AVE I # E","LANCASTER","RESTAURANT (0-30) SEATS HIGH RISK"
10/28/2020,"CEDARS-SINAI MEDICAL CENTER","8700 BEVERLY BLVD","LOS ANGELES","LIC HTH CARE FOOD FAC (10,000+ SF) HIGH RISK"
10/28/2020,"COSMO SMOKE SHOP","6368 HOLLYWOOD BLVD UNIT B","LOS ANGELES","FOOD MKT RETAIL (1-1,999 SF) LOW RISK"
10/28/2020,"ROCKY COLA CAFE","6757 GREENLEAF AVE ","WHITTIER","RESTAURANT (61-150) SEATS HIGH RISK"
10/27/2020,"CAFE BLEU","3470 W 6TH ST STE 8B","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/26/2020,"LAS ISLITAS RESTAURANT      ","5875 S HOOPER AVE ","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
10/26/2020,"CRUNCH FITNESS","18655 SOLEDAD CANYON RD ","SANTA CLARITA","GYMS AND FITNESS CENTERS (NO POOL)"
10/26/2020,"THE PAN                       ","16601 S WESTERN AVE ","GARDENA","RESTAURANT (31-60) SEATS HIGH RISK"
10/26/2020,"DELUCA FARM","903 S WESTERN AVE ","SAN PEDRO","UNREGULATED FACILITY (COVID-19 HOO)"
10/25/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
10/25/2020,"FAITH COMMUNITY CHURCH","39100 W 10TH ST ","PALMDALE","PLACES OF WORSHIP"
10/25/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
10/25/2020,"SAN ANTONIO WINERY","737 LAMAR ST ","LINCOLN HEIGHTS","RESTAURANT (151 + ) SEATS HIGH RISK"
10/25/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
10/25/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
10/24/2020,"AYCE GOGI KOREAN BBQ","6705 FALLBROOK AVE","WEST HILLS","RESTAURANT (151 + ) SEATS HIGH RISK"
10/24/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/24/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/23/2020,"RANCH HOUSE RESTAURANT & COFFEE SHOP","49713 GORMAN POST RD","GORMAN","RESTAURANT (61-150) SEATS HIGH RISK"
10/23/2020,"PHO & ROLL","7007 GREENLEAF AVE # 102","WHITTIER","RESTAURANT (61-150) SEATS HIGH RISK"
10/22/2020,"STU MILLER SEASONAL ADVENTURES","1010 W AVE L AVE ","LANCASTER","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/22/2020,"RUDY'S MEXICAN FOOD RESTAURA","602 S MYRTLE AVE ","MONROVIA","RESTAURANT (151 + ) SEATS HIGH RISK"
10/22/2020,"TIKI THEATER                ","5462 SANTA MONICA BLVD ","LOS ANGELES","THEATER/DRIVE-IN"
10/21/2020,"YANTRA KITCHEN","18511 PIONEER BLVD","ARTESIA","RESTAURANT (61-150) SEATS HIGH RISK"
10/21/2020,"PASEO SAN MIGUEL","1560 W MARTIN LUTHER KING JR. BLVD","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
10/21/2020,"FUNNEL MIL                  ","930 BROADWAY STE #A","SANTA MONICA","RESTAURANT (0-30) SEATS LOW RISK"
10/21/2020,"ANTELOPE VALLEY FAIRGROUNDS","2551 WEST AVE H ","LANCASTER","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/21/2020,"THE MINT                    ","6010 W PICO BLVD ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/21/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
10/19/2020,"STU MILLER SEASONAL ADVENTURES","1010 W AVE L AVE ","LANCASTER","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/19/2020,"TONG TAK HOUSE SEAFOOD RESTAURANT","1271 S BALDWIN AVE","ARCADIA","RESTAURANT (151 + ) SEATS HIGH RISK"
10/18/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
10/18/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
10/18/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
10/18/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
10/18/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
10/18/2020,"NEW HARVEST CHURCH","11364 IMPERIAL HWY ","NORWALK","PLACES OF WORSHIP"
10/18/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
10/18/2020,"CASA RIOS RESTAURANT","1051 S PRAIRIE AVE","INGLEWOOD","RESTAURANT (61-150) SEATS HIGH RISK"
10/18/2020,"SAVAGE ELITE GYMNASTICS","42636 8TH ST WEST ST ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
10/18/2020,"FAITH COMMUNITY CHURCH","39100 W 10TH ST ","PALMDALE","PLACES OF WORSHIP"
10/18/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
10/17/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/17/2020,"ON A MISSION CHURCH / FIRST ANNUAL BLOCK PARTY EVENT","555 S GARTEL DR ","WALNUT","UNREGULATED FACILITY (COVID-19 HOO)"
10/17/2020,"ON A MISSION CHURCH","555 S GARTEL DR ","WALNUT","PLACES OF WORSHIP"
10/17/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/17/2020,"SWEETWATER SPRINGS RANCH","11727 MINT CANYON RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/17/2020,"ZAHLE RESTAURANT","12916 VICTORY BLVD ","NORTH HOLLYWOOD","RESTAURANT (61-150) SEATS HIGH RISK"
10/17/2020,"LA QUINTA INN & SUITES","3200 W TEMPLE AVE","POMONA","HOTEL (101 + ) ROOMS"
10/17/2020,"POMONA DUNES MOTEL","1274 W 2ND ST","POMONA","HOTEL (11-20) ROOMS"
10/17/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
10/17/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/17/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/17/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
10/17/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
10/17/2020,"EL ZARAPE MELROSE","4809 MELROSE AVE","LOS ANGELES","RESTAURANT (31-60) SEATS HIGH RISK"
10/16/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/16/2020,"BUN STREET","180 S GLENDORA AVE","WEST COVINA","RESTAURANT (31-60) SEATS HIGH RISK"
10/16/2020,"SISTERS KOREAN KITCHEN","19143 BLOOMFIELD AVE","CERRITOS","RESTAURANT (31-60) SEATS HIGH RISK"
10/16/2020,"URUAPAN RESTAURANT BAR & GRI","13310 RAMONA BLVD STE A","BALDWIN PARK","RESTAURANT (151 + ) SEATS HIGH RISK"
10/16/2020,"THE NOYPITZ BAR & GRILL","1230 LAKES DR STE 102","WEST COVINA","RESTAURANT (151 + ) SEATS HIGH RISK"
10/15/2020,"POWERHOUSE GYM","22715 S HAWTHORNE BLVD ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
10/15/2020,"COAST FITNESS","5001 W EL SEGUNDO BLVD ","HAWTHORNE","GYMS AND FITNESS CENTERS (NO POOL)"
10/15/2020,"OUR LADY OF THE ANGELS CHURCH","1100 DUARTE RD ","ARCADIA","PLACES OF WORSHIP"
10/15/2020,"RUDY'S MEXICAN FOOD RESTAURA","602 S MYRTLE AVE ","MONROVIA","RESTAURANT (151 + ) SEATS HIGH RISK"
10/15/2020,"IKONICKS BURGERS & BREW CO","406 S MYRTLE AVE","MONROVIA","RESTAURANT (31-60) SEATS HIGH RISK"
10/15/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/15/2020,"PERFECT POINTE SCHOOL OF DANCE","1034 N CITRUS AVE ","COVINA","GYMS AND FITNESS CENTERS (NO POOL)"
10/15/2020,"TRIAD FITNESS GYM","360 N CITRUS AVE ","AZUSA","GYMS AND FITNESS CENTERS (NO POOL)"
10/14/2020,"MESHUGA 4 FOOD","526 N LA BREA AVE ","LOS ANGELES","RESTAURANT (0-30) SEATS HIGH RISK"
10/14/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/14/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/14/2020,"VENUS THREADING AND WAXING","1213 E HUNTINGTON DR ","DUARTE","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/14/2020,"STU MILLER SEASONAL ADVENTURES","1010 W AVE L AVE ","LANCASTER","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/14/2020,"HOLLYWOOD BURGER","6250 HOLLYWOOD BLVD # 100","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/13/2020,"OYO HOTEL","217 PALMDALE BLVD","PALMDALE","HOTEL (21-50) ROOMS"
10/13/2020,"COMMERCE CASINO","6131 TELEGRAPH RD ","COMMERCE","CARDROOMS/ CASINOS/ BINGO"
10/13/2020,"DEL FRISCO'S DOUBLE EAGLE STEAKHOUSE","10250 SANTA MONICA BLVD # 1700","LOS ANGELES","RESTAURANT (151 + ) SEATS HIGH RISK"
10/12/2020,"SHERWOOD MOTEL","1331 E PALMDALE BLVD ","PALMDALE","HOTEL (21-50) ROOMS"
10/11/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
10/11/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
10/11/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
10/11/2020,"TACOS N MICHES","12913 PHILADELPHIA ST","WHITTIER","RESTAURANT (31-60) SEATS HIGH RISK"
10/11/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
10/10/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/10/2020,"URUAPAN RESTAURANT BAR & GRI","13310 RAMONA BLVD STE A","BALDWIN PARK","RESTAURANT (151 + ) SEATS HIGH RISK"
10/10/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
10/10/2020,"SWEETWATER SPRINGS RANCH","11727 MINT CANYON RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/10/2020,"CRUNCH FITNESS","11881 DEL AMO BLVD ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
10/10/2020,"TORRANCE BATTING CAGES","2300 JEFFERSON ST ","TORRANCE","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/10/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/09/2020,"SPEARMINT RHINO","15411 E VALLEY BLVD ","LA PUENTE","RESTAURANT (151 + ) SEATS LOW RISK"
10/09/2020,"WESTSIDE TAN","43557 W 13TH ST ","LANCASTER","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/09/2020,"CLUB PILATES CERRITOS","11900 SOUTH ST 120 ","CERRITOS","GYMS AND FITNESS CENTERS (NO POOL)"
10/09/2020,"BLACK STAR BURGER","351 N FAIRFAX AVE","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/08/2020,"WINGSTOP","1075 N WESTERN AVE # 107","LOS ANGELES","RESTAURANT (0-30) SEATS MODERATE RISK"
10/08/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/08/2020,"ENRICH FIT GYM","2422 VICTORY BLVD ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/08/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
10/07/2020,"CILANTRO","247 N BRAND BLVD","GLENDALE","RESTAURANT (0-30) SEATS HIGH RISK"
10/06/2020,"TORRANCE BATTING CAGES","2300 JEFFERSON ST ","TORRANCE","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
10/06/2020,"THE FUN HOUSE BARBER SHOP","524 N LA BREA AVE ","LOS ANGELES","HAIR SALONS/ BARBERSHOPS"
10/06/2020,"COURTYARD BY MARRIOTT","530 W RANCHO VISTA BLVD ","PALMDALE","HOTEL (51-100) ROOMS"
10/06/2020,"LEGACY BRAZILLIAN JIU JITSU","330 N VICTORY BLVD N ","BURBANK","GYMS AND FITNESS CENTERS (NO POOL)"
10/06/2020,"SUN STUDIO LA","4270 LINCOLN BLVD ","MARINA DEL REY","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/05/2020,"PALM BEACH TAN","12013 WILSHIRE BLVD ","BRENTWOOD","PERSONAL CARE (NAIL SALONS,UNP. MASSAGE,SPAS)"
10/05/2020,"THE STAND                     ","17000 VENTURA BLVD 104","ENCINO","RESTAURANT (151 + ) SEATS HIGH RISK"
10/04/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
10/04/2020,"BEST WESTERN JOHNJAY INN&SUI","600 W PALMDALE BLVD ","PALMDALE","HOTEL (51-100) ROOMS"
10/04/2020,"FREEDOM CHRISTIAN CHURCH","13808 IMPERIAL HWY ","SANTA FE SPRINGS","PLACES OF WORSHIP"
10/04/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
10/04/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
10/04/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
10/03/2020,"CRUNCH FITNESS","12805 VALLEY VIEW AVE ","LA MIRADA","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
10/03/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
10/03/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
10/03/2020,"FITNESS 19","8676 WHITTIER BLVD ","PICO RIVERA","GYMS AND FITNESS CENTERS (NO POOL)"
10/02/2020,"THE MINT                    ","6010 W PICO BLVD ","LOS ANGELES","RESTAURANT (61-150) SEATS HIGH RISK"
10/02/2020,"MIKOMI SUSHI                  ","414 S MYRTLE AVE ","MONROVIA","RESTAURANT (61-150) SEATS HIGH RISK"
10/02/2020,"HEIDI DUCKLER DANCE (BALDWIN HILLS OVERLOOK )","6300 HETZLER RD ","CULVER CITY","UNREGULATED FACILITY (COVID-19 HOO)"
10/02/2020,"LONDON GASTROPUB            ","419 S MYRTLE AVE ","MONROVIA","RESTAURANT (31-60) SEATS HIGH RISK"
10/02/2020,"LA MICHOACANA DELUXE","4161 TWEEDY BLVD # C","SOUTH GATE","RESTAURANT (0-30) SEATS MODERATE RISK"
10/02/2020,"GRAND CENTRAL COMEDY","308 S HILL ST ","LOS ANGELES","UNREGULATED FACILITY (COVID-19 HOO)"
10/02/2020,"PERFORMANCE ATHLETIC CENTER","1599 MONTE VISTA AVE ","CLAREMONT","GYMS AND FITNESS CENTERS (NO POOL)"
10/01/2020,"PENINSULA PET CLINIC (SAN PEDRO)","1450 W 25TH ST ","SAN PEDRO","UNREGULATED FACILITY (COVID-19 HOO)"
09/30/2020,"FOOTHILL FOODMART             ","6360 FOOTHILL BLVD ","PANORAMA CITY","FOOD MKT RETAIL (2,000+ SF) LOW RISK"
09/30/2020,"ZOO CULTURE","6455 DE SOTO AVE ","WOODLAND HILLS","GYMS AND FITNESS CENTERS (NO POOL)"
09/30/2020,"FRANK & SON COLLECTIBLE SHOW","17835 E GALE AVE ","ROWLAND HEIGHTS","SHOPPING MALLS"
09/29/2020,"FLIGHT SCHOOL GYMNASTICS","503 VAN NESS AVENUE AVE ","TORRANCE","GYMS AND FITNESS CENTERS (NO POOL)"
09/29/2020,"THE CRAB SHACK","15460 S WESTERN AVE # 101","GARDENA","RESTAURANT (61-150) SEATS HIGH RISK"
09/29/2020,"HOLIDAY INN EXPRESS","43719 17TH ST W ","LANCASTER","HOTEL (51-100) ROOMS"
09/29/2020,"DAMCO DISTRIBUTION SERVICES INC.","12801 EXCELSIOR DR ","SANTA FE SPRINGS","WAREHOUSE, MANUFACTURING, LOGISTICS (NON-REG)"
09/28/2020,"COMMODITY FORWARDERS,INC","11101 S LA CIENEGA BLVD ","LOS ANGELES","FOOD WAREHOUSE (1-4,999) SQ. FT."
09/28/2020,"LIGHTHOUSE SPORTS CENTER","14208 MULBERRY AVE ","WHITTIER","GYMS AND FITNESS CENTERS (NO POOL)"
09/27/2020,"GRACE COMMUNITY CHURCH","13248 ROSCOE BLVD ","SUN VALLEY","PLACES OF WORSHIP"
09/27/2020,"HOMEWOOD SUITES LANCASTER","2320 DOUBLE PLAY WAY","LANCASTER","HOTEL (51-100) ROOMS"
09/27/2020,"PLANET FITNESS LANCASTER","44600 VALLEY CENTRAL WAY ","LANCASTER","GYMS AND FITNESS CENTERS (NO POOL)"
09/27/2020,"PLANET FITNESS PALMDALE","40014 10TH ST W ","PALMDALE","GYMS AND FITNESS CENTERS (NO POOL)"
09/27/2020,"SHEPHERD CHURCH WOODLAND HILLS","5901 DE SOTO AVE ","WOODLAND HILLS","PLACES OF WORSHIP"
09/27/2020,"HAMPTON INN LANCASTER","2300 DOUBLE PLAY WAY","LANCASTER","HOTEL (51-100) ROOMS"
09/27/2020,"LANCASTER BAPTIST CHURCH","4020 E LANCASTER BLVD ","LANCASTER","PLACES OF WORSHIP"
09/27/2020,"CITY OF LIGHTS CHURCH","1110 S VICTORY BLVD ","BURBANK","PLACES OF WORSHIP"
09/27/2020,"IGLESIA PENTECOSTES MAS QUE VENCEDORES","541 ALVARADO ST S ","LOS ANGELES","PLACES OF WORSHIP"
09/27/2020,"CALVARY CHAPEL OF DOWNEY","12808 WOODRUFF AVE ","DOWNEY","PLACES OF WORSHIP"
09/26/2020,"SHEPHERD CHURCH","19700 RINALDI ST ","PORTER RANCH","PLACES OF WORSHIP"
09/26/2020,"GARDENS OF PARADISE","32222 AGUA DULCE CYN RD ","AGUA DULCE","UNREGULATED FACILITY (COVID-19 HOO)"
09/25/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
09/23/2020,"BELLAIRE BANQUET HALL","7348 BELLAIRE AVE","NORTH HOLLYWOOD","RESTAURANT (151 + ) SEATS HIGH RISK"
09/22/2020,"ROCKIN' JUMP TRAMPOLINE PARK","28656 THE OLD RD ","SANTA CLARITA","FAMILY ENTERTAINMENT (BOWLING, MINI GOLF,ETC)"
09/22/2020,"PRIME TIME BASKETBALL ASSOCIATION","16101 OLD VALLEY BLVD ","LA PUENTE","GYMS AND FITNESS CENTERS (NO POOL)"
09/22/2020,"MEDIA CITY SUN","249 E PALM AVE ","BURBANK","UNREGULATED FACILITY (COVID-19 HOO)"
